Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,ExterQual,KitchenQual,GarageCars,PoolQC,MoSold,YrSold,SaleType,SalePrice
443,50,RM,52,6240,Inside,BrkSide,1Fam,1.5Fin,5,1930,1992,TA,TA,2,NA,6,2008,WD,162900
444,120,RL,53,3922,Inside,Blmngtn,TwnhsE,1Story,7,2006,2007,Gd,Gd,3,NA,6,2007,New,172500
445,60,RL,70,8750,Inside,CollgCr,1Fam,2Story,7,1994,1995,Gd,Gd,2,NA,7,2008,WD,210000
446,20,RL,73,9855,Corner,Edwards,1Fam,1Story,6,1956,1956,TA,TA,2,NA,11,2009,COD,127500
447,20,RL,137,16492,Corner,NAmes,1Fam,1Story,6,1966,2002,Gd,Gd,2,NA,6,2010,WD,190000
448,60,RL,NA,11214,Corner,Gilbert,1Fam,2Story,7,1998,1999,Gd,Gd,2,NA,7,2006,WD,199900
449,50,RM,50,8600,Inside,IDOTRR,1Fam,1.5Fin,6,1937,1950,TA,TA,1,NA,6,2006,WD,119500
450,50,RM,50,6000,Inside,OldTown,1Fam,1.5Fin,3,1948,2002,TA,TA,1,NA,6,2007,WD,120000
451,30,RM,70,5684,Inside,OldTown,1Fam,1Story,6,1930,2005,TA,Gd,1,NA,6,2006,WD,110000
452,20,RL,62,70761,Inside,ClearCr,1Fam,1Story,7,1975,1975,TA,Gd,2,NA,12,2006,WD,280000
453,60,RL,NA,9303,Corner,Timber,1Fam,2Story,6,1996,1997,Gd,TA,2,NA,7,2007,WD,204000
454,60,FV,75,9000,Inside,Somerst,1Fam,2Story,8,2008,2008,Gd,Gd,2,NA,6,2009,WD,210000
455,90,RL,63,9297,Inside,Mitchel,Duplex,1Story,5,1976,1976,TA,TA,2,NA,7,2006,WD,188000
456,20,RL,80,9600,Inside,NWAmes,1Fam,1Story,7,1973,1973,TA,TA,2,NA,9,2007,WD,175500
457,70,RM,34,4571,Inside,OldTown,1Fam,2Story,5,1916,1950,TA,TA,3,NA,5,2008,COD,98000
458,20,RL,NA,53227,CulDSac,ClearCr,1Fam,1Story,4,1954,1994,TA,Gd,2,NA,3,2008,WD,256000
459,70,RM,NA,5100,Inside,OldTown,1Fam,2Story,8,1925,1996,TA,Gd,1,NA,6,2008,WD,161000
460,50,RL,NA,7015,Corner,BrkSide,1Fam,1.5Fin,5,1950,1950,TA,Gd,1,NA,7,2009,WD,110000
461,60,FV,75,8004,Inside,Somerst,1Fam,2Story,8,2009,2009,Gd,TA,2,NA,12,2009,New,263435
462,70,RL,60,7200,Inside,SWISU,1Fam,2Story,7,1936,2007,Gd,Gd,2,NA,4,2009,WD,155000
463,20,RL,60,8281,Inside,Sawyer,1Fam,1Story,5,1965,1965,TA,TA,1,NA,12,2009,WD,62383
464,70,RL,74,11988,Inside,Crawfor,1Fam,2Story,6,1934,1995,TA,TA,1,NA,8,2008,WD,188700
465,20,RL,60,8430,Inside,CollgCr,1Fam,1Story,5,1978,1978,TA,TA,0,NA,8,2009,WD,124000
466,120,RM,NA,3072,Inside,Blmngtn,TwnhsE,1Story,7,2004,2004,Gd,Gd,2,NA,5,2006,WD,178740
467,20,RL,85,10628,Inside,NAmes,1Fam,1Story,7,1970,1970,TA,TA,2,NA,4,2007,WD,167000
468,70,RL,79,9480,Inside,NAmes,1Fam,2Story,5,1942,1995,TA,Gd,1,NA,6,2007,WD,146500
469,20,RL,98,11428,Inside,NridgHt,1Fam,1Story,8,2006,2006,Gd,Gd,3,NA,5,2007,WD,250000
470,60,RL,76,9291,Corner,SawyerW,1Fam,2Story,6,1993,1993,Gd,Gd,2,NA,6,2008,WD,187000
471,120,RL,NA,6820,Corner,StoneBr,TwnhsE,1Story,8,1985,1985,Gd,Gd,2,NA,6,2010,WD,212000
472,60,RL,92,11952,Inside,NWAmes,1Fam,2Story,7,1977,1977,TA,TA,2,NA,11,2007,WD,190000
473,180,RM,35,3675,Inside,Edwards,TwnhsE,SLvl,6,2005,2005,TA,TA,2,NA,6,2008,WD,148000
474,20,RL,110,14977,Inside,NridgHt,1Fam,1Story,8,2006,2007,Gd,Gd,3,NA,7,2007,New,440000
475,120,RL,41,5330,Inside,StoneBr,TwnhsE,1Story,8,2000,2000,Gd,Ex,2,NA,8,2007,WD,251000
476,20,RL,80,8480,Corner,Sawyer,1Fam,1Story,5,1963,1963,TA,TA,2,NA,7,2007,WD,132500
477,20,RL,75,13125,Inside,CollgCr,1Fam,1Story,6,1997,1998,TA,Gd,2,NA,4,2008,WD,208900
478,60,RL,105,13693,Inside,NridgHt,1Fam,2Story,9,2006,2006,Ex,Ex,3,NA,3,2007,WD,380000
479,20,RL,79,10637,Inside,CollgCr,1Fam,1Story,8,2007,2008,Gd,Gd,3,NA,9,2009,WD,297000
480,30,RM,50,5925,Inside,OldTown,1Fam,1Story,4,1937,2000,TA,TA,2,NA,3,2007,WD,89471
481,20,RL,98,16033,FR2,NridgHt,1Fam,1Story,9,2004,2005,Gd,Gd,3,NA,3,2006,WD,326000
482,20,RL,72,11846,Inside,NridgHt,1Fam,1Story,9,2003,2004,Gd,Ex,3,NA,8,2006,WD,374000
483,70,RM,50,2500,Corner,OldTown,1Fam,2Story,7,1915,2005,Gd,Ex,1,NA,6,2009,WD,155000
484,120,RM,32,4500,FR2,Mitchel,Twnhs,1Story,6,1998,1998,TA,TA,2,NA,5,2006,WD,164000
485,20,RL,NA,7758,Corner,Sawyer,1Fam,1Story,5,1962,2001,TA,Gd,1,NA,3,2007,WD,132500
486,20,RL,80,9600,Inside,NAmes,1Fam,1Story,5,1950,2007,Gd,Gd,1,NA,7,2009,WD,147000
487,20,RL,79,10289,Inside,NAmes,1Fam,1Story,5,1965,1965,TA,TA,2,NA,6,2007,WD,156000
488,20,RL,70,12243,Inside,NWAmes,1Fam,1Story,5,1971,1971,TA,TA,2,NA,2,2007,WD,175000
489,190,RL,60,10800,Corner,OldTown,2fmCon,1.5Fin,5,1900,1970,TA,TA,2,NA,5,2006,ConLD,160000
490,180,RM,21,1526,Inside,MeadowV,Twnhs,SFoyer,4,1970,2002,TA,Gd,1,NA,5,2009,WD,86000
491,160,RM,NA,2665,Inside,MeadowV,TwnhsE,2Story,5,1976,1976,TA,TA,1,NA,6,2008,WD,115000
492,50,RL,79,9490,Inside,NAmes,1Fam,1.5Fin,6,1941,1950,TA,Fa,1,NA,8,2006,WD,133000
493,60,RL,105,15578,Corner,Gilbert,1Fam,2Story,6,2006,2006,Gd,TA,2,NA,5,2006,New,172785
494,20,RL,70,7931,Inside,NAmes,1Fam,1Story,5,1960,1960,TA,TA,1,NA,6,2008,WD,155000
495,30,RM,50,5784,Inside,OldTown,1Fam,1Story,5,1938,1996,TA,TA,1,NA,12,2009,WD,91300
496,30,C (all),60,7879,Inside,IDOTRR,1Fam,1Story,4,1920,1950,TA,TA,0,NA,11,2009,WD,34900
497,20,RL,NA,12692,Inside,NoRidge,1Fam,1Story,8,1992,1993,Gd,Gd,2,NA,5,2007,WD,430000
498,50,RL,60,9120,Inside,BrkSide,1Fam,1.5Fin,7,1925,1950,TA,TA,1,NA,6,2008,WD,184000
499,20,RL,65,7800,Inside,Sawyer,1Fam,1Story,5,1967,2004,TA,Gd,1,NA,6,2009,WD,130000
500,20,RL,70,7535,Inside,NAmes,1Fam,1Story,5,1958,1985,TA,TA,1,NA,6,2007,WD,120000
501,160,RM,21,1890,Inside,BrDale,Twnhs,2Story,6,1973,1973,TA,TA,1,NA,5,2007,WD,113000
502,60,FV,75,9803,Inside,Somerst,1Fam,2Story,7,2005,2005,Gd,Gd,2,NA,2,2008,WD,226700
503,20,RL,70,9170,Corner,Edwards,1Fam,1Story,5,1965,1965,TA,TA,2,NA,4,2007,WD,140000
504,20,RL,100,15602,Inside,Crawfor,1Fam,1Story,7,1959,1997,TA,TA,2,NA,3,2010,WD,289000
505,160,RL,24,2308,Inside,NPkVill,TwnhsE,2Story,6,1974,1974,TA,TA,2,NA,6,2009,WD,147000
506,90,RM,60,7596,Inside,OldTown,Duplex,2Story,5,1952,1952,TA,TA,2,NA,7,2009,COD,124500
507,60,RL,80,9554,Inside,SawyerW,1Fam,2Story,8,1993,1994,Gd,Gd,2,NA,9,2006,WD,215000
508,20,FV,75,7862,Inside,Somerst,1Fam,1Story,6,2009,2009,Gd,Gd,2,NA,9,2009,New,208300
509,70,RM,60,9600,Inside,OldTown,1Fam,2Story,7,1928,2005,TA,Gd,2,NA,10,2008,WD,161000
510,20,RL,80,9600,Corner,NAmes,1Fam,1Story,5,1959,1959,TA,TA,1,NA,7,2009,WD,124500
511,20,RL,75,14559,Inside,NAmes,1Fam,1Story,5,1951,2000,Gd,TA,1,NA,6,2009,WD,164900
512,120,RL,40,6792,Inside,NridgHt,TwnhsE,1Story,7,2005,2006,Gd,Gd,2,NA,3,2006,New,202665
513,20,RL,70,9100,Corner,NAmes,1Fam,1Story,5,1958,1958,TA,TA,2,NA,7,2006,WD,129900
514,20,RL,71,9187,Corner,Mitchel,1Fam,1Story,6,1983,1983,TA,TA,2,NA,6,2007,WD,134000
515,45,RL,55,10594,Inside,Crawfor,1Fam,1.5Unf,5,1926,1950,TA,TA,1,NA,6,2007,WD,96500
516,20,RL,94,12220,Inside,NridgHt,1Fam,1Story,10,2009,2009,Ex,Ex,3,NA,9,2009,New,402861
517,80,RL,NA,10448,Corner,NWAmes,1Fam,SLvl,6,1972,1972,TA,TA,2,NA,8,2009,COD,158000
518,60,RL,79,10208,Inside,NoRidge,1Fam,2Story,7,1996,1997,Gd,Gd,3,NA,7,2009,WD,265000
519,60,RL,NA,9531,CulDSac,CollgCr,1Fam,2Story,6,1998,1998,TA,TA,2,NA,5,2007,WD,211000
520,70,RL,53,10918,Inside,Crawfor,1Fam,2Story,7,1926,2004,Gd,Gd,1,NA,6,2009,WD,234000
521,190,RL,60,10800,Inside,OldTown,2fmCon,2Story,4,1900,2000,TA,TA,0,NA,8,2008,WD,106250
522,20,RL,90,11988,Corner,NAmes,1Fam,1Story,6,1957,1957,TA,TA,1,NA,5,2007,WD,150000
523,50,RM,50,5000,Corner,BrkSide,1Fam,1.5Fin,6,1947,1950,TA,TA,2,NA,10,2006,WD,159000
524,60,RL,130,40094,Inside,Edwards,1Fam,2Story,10,2007,2008,Ex,Ex,3,NA,10,2007,New,184750
525,60,RL,95,11787,Inside,NoRidge,1Fam,2Story,7,1996,1997,Gd,Gd,3,NA,8,2007,WD,315750
526,20,FV,62,7500,Inside,Somerst,1Fam,1Story,7,2005,2005,Gd,Gd,2,NA,4,2006,WD,176000
527,20,RL,70,13300,Inside,NAmes,1Fam,1Story,5,1956,2000,TA,TA,1,NA,6,2007,WD,132000
528,60,RL,67,14948,Inside,NridgHt,1Fam,2Story,9,2008,2008,Ex,Ex,3,NA,11,2008,New,446261
529,30,RL,58,9098,Inside,Edwards,1Fam,1Story,4,1920,2002,TA,TA,0,NA,7,2007,WD,86000
530,20,RL,NA,32668,CulDSac,Crawfor,1Fam,1Story,6,1957,1975,Gd,TA,2,NA,3,2007,WD,200624
531,80,RL,85,10200,Inside,Timber,1Fam,SLvl,6,1988,1989,Gd,Gd,2,NA,8,2008,WD,175000
532,70,RM,60,6155,FR3,BrkSide,1Fam,2Story,6,1920,1999,TA,TA,2,NA,6,2008,WD,128000
533,20,RL,60,7200,Inside,NAmes,1Fam,1Story,5,1955,2007,TA,TA,1,NA,4,2010,WD,107500
534,20,RL,50,5000,Inside,BrkSide,1Fam,1Story,1,1946,1950,Fa,Fa,0,NA,1,2007,WD,39300
535,60,RL,74,9056,Inside,Gilbert,1Fam,2Story,8,2004,2004,Gd,Gd,2,NA,10,2006,WD,178000
536,190,RL,70,7000,Inside,Edwards,2fmCon,2Story,5,1910,1991,TA,TA,0,NA,1,2008,WD,107500
537,60,RL,57,8924,CulDSac,CollgCr,1Fam,2Story,7,1998,1999,TA,Gd,2,NA,7,2008,WD,188000
538,20,RL,NA,12735,FR2,NAmes,1Fam,1Story,4,1972,1972,TA,TA,2,NA,4,2008,COD,111250
539,20,RL,NA,11553,Inside,Sawyer,1Fam,1Story,5,1968,1968,TA,TA,1,NA,7,2006,WD,158000
540,20,RL,NA,11423,Inside,CollgCr,1Fam,1Story,8,2001,2002,Gd,Gd,2,NA,5,2010,WD,272000
541,20,RL,85,14601,Inside,Timber,1Fam,1Story,9,2006,2006,Ex,Ex,3,NA,3,2009,WD,315000
542,60,RL,NA,11000,FR2,NoRidge,1Fam,2Story,8,2000,2000,Gd,Gd,3,NA,6,2007,WD,248000
543,20,RL,78,10140,Inside,NWAmes,1Fam,1Story,7,1998,1999,Gd,Gd,2,NA,6,2009,WD,213250
544,120,RH,34,4058,Inside,NAmes,TwnhsE,SFoyer,7,1998,1998,TA,TA,1,NA,6,2007,WD,133000
545,60,RL,58,17104,Inside,Gilbert,1Fam,2Story,7,2006,2006,Gd,Gd,2,NA,9,2006,New,179665
546,50,RL,NA,13837,Corner,NWAmes,1Fam,1.5Fin,7,1988,1988,Gd,Gd,3,NA,2,2006,WD,229000
547,50,RL,70,8737,Inside,BrkSide,1Fam,1.5Fin,6,1923,1950,TA,TA,2,NA,5,2007,WD,210000
548,85,RL,54,7244,Inside,Mitchel,1Fam,SFoyer,5,1970,1970,TA,TA,2,NA,4,2007,WD,129500
549,20,RM,49,8235,Inside,OldTown,1Fam,1Story,5,1955,1995,TA,TA,2,NA,6,2008,WD,125000
550,60,FV,75,9375,Inside,Somerst,1Fam,2Story,7,2003,2004,Gd,Gd,2,NA,11,2009,WD,263000
551,120,RL,53,4043,Inside,NPkVill,TwnhsE,1Story,6,1977,1977,TA,TA,2,NA,10,2008,COD,140000
552,20,RM,50,6000,Inside,OldTown,1Fam,1Story,5,1957,1957,TA,TA,1,NA,6,2008,WD,112500
553,20,RL,87,11146,Inside,NridgHt,1Fam,1Story,8,2006,2006,Gd,Gd,3,NA,7,2009,WD,255500
554,20,RL,67,8777,Inside,Edwards,1Fam,1Story,4,1949,2003,TA,Gd,2,NA,5,2009,WD,108000
555,60,RL,85,10625,Inside,NridgHt,1Fam,2Story,7,2003,2004,Gd,Gd,3,NA,8,2008,WD,284000
556,45,RM,58,6380,Inside,BrkSide,1Fam,1.5Unf,5,1922,1950,TA,TA,1,NA,8,2006,WD,113000
557,20,RL,69,14850,Inside,NAmes,1Fam,1Story,5,1957,1957,TA,TA,1,NA,5,2006,WD,141000
558,50,C (all),60,11040,Inside,IDOTRR,1Fam,1.5Fin,4,1920,1950,TA,TA,1,NA,9,2006,COD,108000
559,60,RL,57,21872,FR2,Gilbert,1Fam,2Story,7,1996,1997,TA,TA,2,NA,8,2008,WD,175000
560,120,RL,NA,3196,Inside,Blmngtn,TwnhsE,1Story,7,2003,2004,Gd,Gd,2,NA,10,2006,WD,234000
561,20,RL,NA,11341,Inside,Sawyer,1Fam,1Story,5,1957,1996,TA,TA,2,NA,5,2010,WD,121500
562,20,RL,77,10010,Inside,Mitchel,1Fam,1Story,5,1974,1975,TA,TA,2,NA,4,2006,WD,170000
563,30,RL,63,13907,Inside,Edwards,1Fam,1Story,5,1940,1969,TA,TA,0,NA,7,2008,WD,108000
564,50,RL,66,21780,Inside,Edwards,1Fam,1.5Fin,6,1918,1950,TA,TA,2,NA,7,2008,WD,185000
565,60,RL,NA,13346,CulDSac,NoRidge,1Fam,2Story,7,1992,2000,Gd,Gd,2,NA,7,2006,WD,268000
566,70,RL,66,6858,Corner,SWISU,1Fam,2Story,6,1915,1950,TA,Fa,1,NA,5,2010,WD,128000
567,60,RL,77,11198,Inside,StoneBr,1Fam,2Story,9,2005,2007,Gd,Ex,3,NA,6,2008,WD,325000
568,20,RL,70,10171,Inside,NridgHt,1Fam,1Story,7,2004,2004,Gd,Gd,2,NA,3,2010,WD,214000
569,50,RL,79,12327,Inside,SawyerW,1Fam,1.5Fin,8,1983,2009,Gd,Gd,2,NA,9,2009,WD,316600
570,90,RL,NA,7032,Corner,NAmes,Duplex,SFoyer,5,1979,1979,TA,TA,2,NA,12,2006,WD,135960
571,90,RL,74,13101,Inside,NAmes,Duplex,1Story,5,1965,1965,TA,TA,2,NA,11,2008,WD,142600
572,20,RL,60,7332,Inside,NAmes,1Fam,1Story,6,1959,1959,TA,Gd,1,NA,10,2006,WD,120000
573,60,RL,83,13159,Corner,Timber,1Fam,2Story,7,2009,2009,TA,Gd,2,NA,7,2009,New,224500
574,80,RL,76,9967,Inside,Gilbert,1Fam,SLvl,7,2000,2000,TA,TA,2,NA,12,2007,WD,170000
575,80,RL,70,10500,FR2,NAmes,1Fam,SLvl,5,1971,2005,TA,TA,1,NA,12,2007,WD,139000
576,50,RL,80,8480,Inside,NAmes,1Fam,1.5Fin,5,1947,1950,TA,TA,1,NA,10,2008,COD,118500
577,50,RL,52,6292,Inside,SWISU,1Fam,1.5Fin,7,1928,1950,TA,TA,1,NA,8,2009,WD,145000
578,80,RL,96,11777,Inside,Sawyer,1Fam,SLvl,5,1966,1966,TA,TA,2,NA,5,2006,WD,164500
579,160,FV,34,3604,Corner,Somerst,TwnhsE,2Story,7,2007,2007,Gd,Gd,2,NA,2,2008,WD,146000
580,50,RM,81,12150,Inside,OldTown,1Fam,1.5Fin,5,1954,1954,TA,TA,1,NA,11,2008,WD,131500
581,20,RL,NA,14585,CulDSac,NAmes,1Fam,1Story,6,1960,1987,TA,Gd,2,NA,6,2007,WD,181900
582,20,RL,98,12704,Inside,NridgHt,1Fam,1Story,8,2008,2009,Ex,Ex,3,NA,8,2009,New,253293
583,90,RL,81,11841,Inside,Edwards,Duplex,SFoyer,6,1990,1990,TA,TA,0,NA,5,2007,WD,118500
584,75,RM,75,13500,Inside,OldTown,1Fam,2.5Unf,10,1893,2000,Ex,Gd,2,NA,7,2008,WD,325000
585,50,RM,51,6120,Inside,BrkSide,1Fam,1.5Fin,4,1935,1995,TA,Gd,1,NA,7,2009,WD,133000
586,20,RL,88,11443,Inside,Timber,1Fam,1Story,8,2005,2006,Gd,Gd,3,NA,3,2006,New,369900
587,30,RL,55,10267,Inside,BrkSide,1Fam,1Story,6,1918,2000,TA,Fa,1,NA,5,2008,WD,130000
588,85,RL,74,8740,Inside,Sawyer,1Fam,SFoyer,5,1982,1982,TA,TA,2,NA,7,2009,WD,137000
589,20,RL,65,25095,Inside,ClearCr,1Fam,1Story,5,1968,2003,TA,Ex,1,NA,6,2009,WD,143000
590,40,RM,50,9100,Inside,BrkSide,1Fam,1Story,5,1930,1960,TA,TA,1,NA,8,2008,WD,79500
591,60,RL,64,8320,Inside,CollgCr,1Fam,2Story,7,2004,2004,Gd,Gd,2,NA,9,2008,WD,185900
592,60,RL,97,13478,Corner,NridgHt,1Fam,2Story,10,2008,2008,Ex,Ex,3,NA,6,2009,ConLI,451950
593,20,RL,60,6600,Inside,Mitchel,1Fam,1Story,5,1982,2003,TA,TA,2,NA,6,2008,WD,138000
594,120,RM,NA,4435,Inside,CollgCr,TwnhsE,1Story,6,2003,2003,Gd,Gd,2,NA,5,2009,WD,140000
595,20,RL,88,7990,Inside,CollgCr,1Fam,1Story,5,1975,1975,TA,TA,1,NA,4,2008,WD,110000
596,20,RL,69,11302,Inside,StoneBr,1Fam,1Story,8,2005,2006,Gd,Gd,3,NA,8,2006,New,319000
597,70,RM,60,3600,Inside,OldTown,1Fam,2Story,6,1910,1993,TA,TA,1,NA,10,2006,WD,114504
598,120,RL,53,3922,Inside,Blmngtn,TwnhsE,1Story,7,2006,2007,Gd,Gd,3,NA,2,2007,New,194201
599,20,RL,80,12984,Inside,Crawfor,1Fam,1Story,5,1977,1977,TA,Gd,2,NA,3,2006,WD,217500
600,160,RM,24,1950,Inside,Blueste,Twnhs,2Story,6,1980,1980,TA,TA,2,NA,7,2008,COD,151000
601,60,RL,74,10927,Inside,NridgHt,1Fam,2Story,8,2005,2005,Gd,Ex,2,NA,6,2006,WD,275000
602,50,RM,50,9000,Inside,IDOTRR,1Fam,1.5Fin,6,1937,1950,TA,Gd,1,NA,12,2007,WD,141000
603,60,RL,80,10041,Inside,SawyerW,1Fam,2Story,8,1992,1992,Gd,Gd,2,NA,2,2006,WD,220000
604,160,FV,30,3182,Inside,Somerst,TwnhsE,2Story,7,2004,2005,Gd,Gd,2,NA,6,2010,WD,151000
605,20,RL,88,12803,Inside,CollgCr,1Fam,1Story,7,2002,2002,Gd,Gd,2,NA,9,2008,WD,221000
606,60,RL,85,13600,Inside,NAmes,1Fam,2Story,7,1965,1990,TA,TA,2,NA,10,2009,WD,205000
607,20,RL,82,12464,Corner,CollgCr,1Fam,1Story,5,1996,1996,TA,Gd,2,NA,11,2009,WD,152000
608,20,RL,78,7800,Inside,Edwards,1Fam,2Story,5,1948,2002,TA,Ex,1,NA,8,2006,WD,225000
609,70,RL,78,12168,Inside,Crawfor,1Fam,2Story,8,1934,1998,TA,TA,2,NA,9,2007,WD,359100
610,20,RL,61,7943,Inside,Sawyer,1Fam,1Story,4,1961,1961,TA,TA,1,NA,4,2007,WD,118500
611,60,RL,NA,11050,Inside,CollgCr,1Fam,2Story,9,2000,2000,Gd,Ex,3,NA,5,2009,WD,313000
612,80,RL,NA,10395,FR2,NWAmes,1Fam,SLvl,6,1978,1978,TA,TA,2,NA,7,2007,WD,148000
613,60,RL,NA,11885,Inside,CollgCr,1Fam,2Story,8,2001,2001,Gd,Ex,2,NA,11,2009,WD,261500
614,20,RL,70,8402,Inside,Mitchel,1Fam,1Story,5,2007,2007,TA,TA,0,NA,12,2007,New,147000
615,180,RM,21,1491,Inside,MeadowV,TwnhsE,SFoyer,4,1972,1972,TA,TA,0,NA,5,2010,WD,75500
616,85,RL,80,8800,Inside,NAmes,1Fam,SFoyer,6,1963,1963,TA,Gd,2,NA,5,2010,WD,137500
617,60,RL,NA,7861,Inside,Gilbert,1Fam,2Story,6,2002,2003,Gd,Gd,2,NA,6,2006,WD,183200
618,45,RL,59,7227,Corner,NAmes,1Fam,1.5Unf,6,1954,1954,TA,Gd,2,NA,6,2008,WD,105500
619,20,RL,90,11694,Inside,NridgHt,1Fam,1Story,9,2007,2007,Ex,Gd,3,NA,7,2007,New,314813
620,60,RL,85,12244,Inside,Timber,1Fam,2Story,8,2003,2003,Gd,Gd,3,NA,8,2008,WD,305000
621,30,RL,45,8248,Inside,Edwards,1Fam,1Story,3,1914,1950,TA,TA,0,NA,9,2008,WD,67000
622,60,RL,90,10800,Inside,NWAmes,1Fam,2Story,6,1974,1997,TA,TA,2,NA,6,2008,WD,240000
623,20,RL,71,7064,Inside,Sawyer,1Fam,1Story,5,1977,1977,TA,TA,2,NA,7,2009,WD,135000
624,160,FV,NA,2117,Inside,Somerst,TwnhsE,2Story,6,2000,2000,Gd,Gd,2,NA,6,2007,WD,168500
625,60,RL,80,10400,Inside,NWAmes,1Fam,2Story,6,1972,1972,TA,TA,2,NA,11,2006,WD,165150
626,20,RL,87,10000,Corner,NAmes,1Fam,1Story,6,1962,1962,TA,TA,2,NA,2,2010,WD,160000
627,20,RL,NA,12342,Inside,NAmes,1Fam,1Story,5,1960,1978,TA,TA,1,NA,8,2007,WD,139900
628,80,RL,80,9600,Inside,NAmes,1Fam,SLvl,6,1955,1972,TA,TA,1,NA,3,2010,WD,153000
629,60,RL,70,11606,Inside,NAmes,1Fam,2Story,5,1969,1969,TA,Fa,2,NA,9,2007,WD,135000
630,80,RL,82,9020,Corner,NAmes,1Fam,SLvl,6,1964,1964,TA,TA,2,NA,6,2008,WD,168500
631,70,RM,50,9000,Corner,OldTown,1Fam,2Story,5,1880,1991,TA,Ex,1,NA,6,2006,WD,124000
632,120,RL,34,4590,Inside,NridgHt,Twnhs,1Story,8,2006,2006,Gd,Gd,2,NA,8,2007,WD,209500
633,20,RL,85,11900,Inside,NWAmes,1Fam,1Story,7,1977,1977,TA,TA,2,NA,4,2009,WD,82500
634,20,RL,80,9250,Corner,NAmes,1Fam,1Story,5,1954,2005,TA,TA,1,NA,7,2007,WD,139400
635,90,RL,64,6979,Inside,OldTown,Duplex,SFoyer,6,1980,1980,TA,TA,2,NA,6,2010,WD,144000
636,190,RH,60,10896,Inside,SWISU,2fmCon,2.5Fin,6,1914,1995,Fa,Fa,0,NA,3,2007,WD,200000
637,30,RM,51,6120,Inside,BrkSide,1Fam,1Story,2,1936,1950,Fa,Fa,0,NA,1,2009,ConLw,60000
638,190,RM,50,6000,Inside,OldTown,2fmCon,1.5Fin,5,1954,1954,TA,Gd,1,NA,11,2009,WD,93000
639,30,RL,67,8777,Inside,Edwards,1Fam,1Story,5,1910,1950,TA,TA,0,NA,5,2008,WD,85000
640,120,RL,53,3982,Inside,Blmngtn,TwnhsE,1Story,8,2006,2006,Gd,Ex,3,NA,10,2006,New,264561
641,120,RL,62,12677,Inside,NridgHt,TwnhsE,1Story,8,2003,2004,Ex,Ex,2,NA,4,2008,WD,274000
642,60,FV,NA,7050,Inside,Somerst,1Fam,2Story,7,2001,2001,Gd,Gd,2,NA,5,2007,WD,226000
643,80,RL,75,13860,Inside,NAmes,1Fam,SLvl,8,1972,1995,Gd,Ex,2,NA,7,2009,WD,345000
644,60,RL,80,10793,Inside,NWAmes,1Fam,2Story,5,1969,1969,TA,TA,2,NA,4,2007,WD,152000
645,20,FV,85,9187,Inside,Somerst,1Fam,1Story,9,2009,2009,Ex,Ex,3,NA,10,2009,New,370878
646,20,RL,NA,10530,Corner,NAmes,1Fam,1Story,6,1971,1971,TA,TA,2,NA,3,2007,WD,143250
647,20,RL,60,7200,Inside,NAmes,1Fam,1Story,5,1950,1950,TA,TA,2,NA,7,2008,WD,98300
648,20,RL,85,10452,Inside,Edwards,1Fam,1Story,6,1953,1953,TA,TA,2,NA,6,2008,WD,155000
649,60,RL,70,7700,Inside,NAmes,1Fam,2Story,6,1966,1966,TA,TA,2,NA,6,2010,WD,155000
650,180,RM,21,1936,Inside,MeadowV,Twnhs,SFoyer,4,1970,1970,TA,TA,0,NA,12,2007,WD,84500
651,60,FV,65,8125,Inside,Somerst,1Fam,2Story,7,2007,2007,Gd,Gd,2,NA,5,2008,WD,205950
652,70,RL,60,9084,Inside,Edwards,1Fam,2Story,4,1940,1950,TA,TA,1,NA,10,2009,WD,108000
653,60,RL,70,8750,Inside,CollgCr,1Fam,2Story,7,1996,1996,Gd,Gd,2,NA,7,2009,WD,191000
654,50,RM,60,10320,Inside,IDOTRR,1Fam,1.5Fin,6,1906,1995,TA,TA,1,NA,6,2008,WD,135000
655,20,RL,91,10437,Inside,NoRidge,1Fam,1Story,8,1995,1995,Gd,Gd,3,NA,8,2008,WD,350000
656,160,RM,21,1680,Inside,BrDale,Twnhs,2Story,6,1971,1971,TA,TA,1,NA,3,2010,WD,88000
657,20,RL,72,10007,Inside,NAmes,1Fam,1Story,5,1959,2006,Gd,Gd,1,NA,8,2008,WD,145500
658,70,RL,60,7200,Inside,Crawfor,1Fam,2Story,7,1931,2000,TA,TA,1,NA,2,2008,WD,149000
659,50,RL,78,17503,Inside,NAmes,1Fam,1.5Fin,6,1948,1950,TA,TA,1,NA,1,2010,WD,97500
660,20,RL,75,9937,Corner,Edwards,1Fam,1Story,5,1964,1999,TA,TA,2,NA,3,2009,WD,167000
661,60,RL,NA,12384,CulDSac,NWAmes,1Fam,2Story,7,1976,1976,TA,TA,2,NA,11,2007,WD,197900
662,60,RL,52,46589,CulDSac,NoRidge,1Fam,2Story,8,1994,2005,Gd,Gd,3,NA,7,2009,WD,402000
663,20,RL,120,13560,Corner,NAmes,1Fam,1Story,6,1968,1968,TA,TA,2,NA,7,2009,WD,110000
664,85,RL,90,10012,Inside,Edwards,1Fam,SFoyer,4,1972,1972,TA,TA,2,NA,4,2008,WD,137500
